episode,season,scene_id,location,scene_text,dominant_emotion,emotion_scores
S01E01,1,S01E01_SCENE_9,Interrogation Room - Police Station,"Foggy Nelson: Okay, can we please take the handcuffs off the 110-pound woman? Detective Blake: Miss Page, can you tell me who these men are? Matt Murdock: We're her lawyers. Uncuff our client and give us the room, please. Matt Murdock: Thank you, Detective. Matt Murdock: Miss Page, my name is Matt Murdock. This is my associate, Foggy Nelson. Do you mind if we sit down? Foggy Nelson: She gave a vague shrug. I say we go with it. Matt Murdock: We understand you're in some trouble. We, uh, may be able to help. Foggy Nelson: Can you tell us what happened? Why don't we start with what we know, then? You were found in your apartment with one Daniel Fisher. Matt Murdock: Who appears to be the victim of a homicide, and currently, you're the only suspect, Miss Page. Karen Page: Who the hell are you guys? Matt Murdock: I'm Matt. He's Foggy. Karen Page: Who sent you? Matt Murdock: No one sent us. Karen Page: So, what? You're just a couple of Good Samaritans? Today's just my lucky day? Foggy Nelson: I bribed the desk sergeant with a box of cigars for his mom. Matt Murdock: Our practice is relatively young, Miss Page, and we are aggressively pursuing new clientele. You gotta stop giving Bess cigars. Foggy Nelson: She likes to smoke, Matt. It's a free country. Karen Page: So how long have you been practicing law? Matt Murdock: What time is it? Foggy Nelson: It's 12:22 AM. Matt Murdock: About seven hours. Foggy Nelson: Well, if you go from when we passed the bar. Matt Murdock: I was going from when we got our own desks. Foggy Nelson: Oh, then, yeah. Seven hours. Karen Page: You've never done this before? Matt Murdock: If you were to hire us, then, yes, you would be our first client. Foggy Nelson: Technically. Yeah. Karen Page: Well, I don't — I don't have any money. Foggy Nelson: Well, it was lovely to meet you, Miss Page. Matt Murdock: You don't have any money and we don't have any clients. Maybe we can help each other. Tell me, how did you know Mr. Fisher? Karen Page: We worked together. Foggy Nelson: And your place of employment? Karen Page: Union Allied Construction. I'm a secretary. Daniel worked downstairs in Legal. I didn't know him very well. But he was always nice, you know? But it's hard to meet people in the city, so I asked him if he would have a drink with me. Matt Murdock: You asked him? Karen Page: Like I said, he was a nice guy. We met at the Three Roads bar, on 49th Street. We had a few drinks, and the next thing that I remember is waking up on the floor of my apartment covered in blood. His blood. No, I'm not stupid. I know how that sounds. But I am telling you we met at the bar. We had a few drinks. And I don't know what happened after that. It wasn't me. Please. Please, you have to believe me. I didn't kill him. Matt Murdock: I believe you, Miss Page.",neutral,"{""neutral"": 0.5695615112781525}"
S01E02,1,S01E02_SCENE_1,Alley - Cold Open,,unknown,{}
S01E02,1,S01E02_SCENE_10,Flashback - Boxing Gym,"Man: Jack, put your hands up. Get in there, come on. Watch your speed. Footwork! Footwork, come on. Watch out! Oh! Boxer: Way to take a punch, Jack. Man: Hey, Jack, shake it off. You're looking good. Man: Hey, Jack, what's up? Matt: How'd you do? Jack: Uh, I tagged him a couple times. That kid is fast. So, how you getting along with your new books? Matt: I'm working on it. Each grid is six possible dots, so each letter is a combination of those dots. You have to feel for what's not there as much as what is. Jack: That doesn't make any damn sense at all. Matt: Well, you know where a punch is going before it's thrown sometimes, right? Jack: Oh, clearly I don't. Matt: So, uh, you can make sense out of all of this? Jack: I'm starting to. Here. Dot in the right corner, that's a ""C."" Upper left, ""A."" ""T"" is hard. I get it confused with ""Q."" Jack: Well, why don't they just make it feel like a ""T""? Matt: Well, they say this is faster once you get the hang of it. ""W"" is really tricky. Braille was created in French, and they don't have ""W."" Roscoe: Oi, Battlin' Jack! Jack: Hey, you wait. Couple months, you're gonna be reading Braille faster than I read normal. Matt: I already read Braille faster. Jack: Yeah, yeah, I get it. You smartass. I'll be right back. Roscoe: What's the word, Jackie-boy? Jack: Roscoe. Silke. Silke: Hello, Jack. Roscoe: I heard about the wee one. That's a tough break. Silke: You have our condolences. Roscoe: And you're young yet. Plenty of time to have more kids. Jack: What can I do for you boys? Silke: We come bearing glad tidings. A match with Creel. Jack: Creel? How'd you pull that off? Silke: Mr. Sweeney can be quite persuasive when he puts his mind to it. Roscoe: It's me Irish charm. Jack: Jesus! Creel? I owe you, I owe you guys. Silke: Ah. You're doing us the favor. It's 3-to-1 that you go the distance. You drop in the fifth, we're clearing 70%. Jack: Right. Roscoe: Come on, Jackie! It's time to celebrate. Silke: It's the big time, Jack. Jack: Thanks for the offer. I'm gonna take a pass. Roscoe: Did he just say ""pass""? Jack: I appreciate everything you've done for me. Really, I do. But I got other things to worry about now. Roscoe: He don't want to do it, he don't do it. Man makes his choice and we make ours. Jack: You wanna step into the ring, see how that plays out? Silke: You gotta think of your family, Jack. This could do a lot of good for your boy. Roscoe: Yeah. What else are you gonna leave him when you're gone? Jack: All right. Silke: We need to hear you say it. Jack: I go down in the fifth. Roscoe: There you go. That wasn't so hard.",joy,"{""anger"": 0.18084323406219482, ""joy"": 0.28794586658477783}"
S01E02,1,S01E02_SCENE_11,Claire's Apartment - Hallway,"Matt: This all you got? Claire: Yeah, it's for vegetables, not a knife fight. Matt: He's at your neighbor's door. Claire: You kidding me? Hey! Hey, hey, hey, hey, hey. You can barely stand up. Matt: That's what the knife's for. Claire: Wait! Don't do this. Not in my home. Okay, nobody has to get hurt. Just stand over there on the side and be quiet and I'll get rid of him. Claire: Please. Who is it? Foster: NYPD, ma'am. Please open the door. Matt: Okay. Claire: Go. Claire: I'll be right there. Claire: Move over. Foster: Sorry to bother you so late, ma'am. My name is Detective Foster, with the 65th Precinct. We had a bit of a disturbance a few blocks from here. We're asking everyone if they've seen or heard anything unusual in the past few hours. Claire: What kind of disturbance? Foster: Armed robbery. Some dickhead in a black mask shot up a bodega on 38th. Owner put up a fight. Perp fled on foot, leaving a trail of blood in this direction. Claire: Oh, my God. Foster: Probably long gone by now, but just in case, you know. You see anything, hear anything tonight? Claire: No, sorry. Foster: Just being thorough. You have a good night, ma'am. Claire: Thanks. You, too. Claire: See? No reason to get all stabby. Boy, were you right about that cologne. What, does he dip himself in that crap? Matt: He didn't believe you.",anger,"{""anger"": 0.39971163868904114}"
S01E02,1,S01E02_SCENE_12,Claire's Apartment - Stairwell,"Claire: Mike! Claire: What are you doing? Claire: What do we do now? Matt: There's someone else one floor up watching us. Claire: Oh, no. Matt: He's young. He's scared. Claire: Santino? He's the one who found you in the alley. Matt: He's seen my face, too? Claire: Yeah. Matt: Claire, go upstairs and get him. We're gonna need help carrying Detective Foster to the roof. Claire: What the hell are we going to the roof for? Matt: Less chance of someone in the building hearing him scream.",fear,"{""fear"": 0.4717984199523926}"
S01E02,1,S01E02_SCENE_13,Josie's Bar,"Foggy: Matt, it's me again. Where are you? I'm introducing Karen to Josie's, and I have high hopes it's gonna go terribly. Climb off whoever you're on and get down here. Karen: You saved the best for last, huh? Foggy: Oh, yeah, this place is a shithole, but it's our shithole. The city's tried to shut it down half a dozen times, but I helped Josie with the liens, and as a result, we get to drink for free. Josie: You absolutely do not get to drink for free. Foggy: Let's agree to disagree. Karen: Thank you. Foggy: Cheers. Karen: Oh… Josie: You could do so much better, love. Foggy: Thank you, Josie, but this is my employee for your information, and we are not on a date. Are we on a date? Karen: Definitely not. Foggy: Okay, good because I was starting to worry you might be in love with me. What other explanation could there be? You hang around my office all day. Karen: Well, I'm your secretary, Foggy. Foggy: You refuse to leave. You're always at your desk. Karen: I'm a good secretary! Foggy: No. You gaze at me lovingly when you think I'm not looking. What? You might. How would I know? I'm not looking. Just let me live in it. Karen: Is there something in there? Foggy: I… think that's an eel. Karen: Really? Foggy: Let's get to the bottom and find out. Foggy: So you wanna talk about it? Karen: Let's leave it alone. Foggy: Yeah, no problem. Okay, technically, ""leave it alone"" is not my strong suit, but — Karen: I can't, um… I can't get Danny's blood out of the carpet. It's like somebody spilled a wine bottle and it just won't come… And a man broke into my apartment and tried to kill me. He dented the wall where he bashed my head into it. If that guy in the mask hadn't have been there… Foggy: My cousin does drywall. I'll call him first thing in the morning. Karen: It's not the apartment, Foggy. Foggy: I know. Karen: I don't see the city anymore. All that I see are its dark corners. I look around this room and all that I see are threats. Foggy: This room? These guys are harmless. Look, that's Tom Belkin. He's the Road Captain in the Kitchen Hellions. He organizes the food drive every Thanksgiving. That's Rob Donohue. His wife Mira? She works at the dry cleaner around the corner from our office. That's Clint Peterson. He… okay, he is a criminal. He's done time for larceny and distribution. But he's turning it around, and we are this close to getting his kids into Saint Agnes Daycare. Saint Agnes! Karen: Okay. Foggy: You don't want to go home, you don't want to go home. We can stay out all night.",fear,"{""anger"": 0.19803540408611298, ""fear"": 0.27346575260162354}"
S01E02,1,S01E02_SCENE_14,Rooftop - Above Claire's Building,"Matt: You find anything? Claire: You smashed the hell out of it with that extinguisher. He had a badge. What if you're wrong? Matt: I'm not. Claire: This is way past what I signed up for. Matt: What exactly do you think that was? Claire: I found a man who needed help, so I helped him. Matt: Oh, yeah? That simple? Claire: Do you really want to get into this in front of him? Matt: He's out. Claire: Maybe he's faking. Matt: He's not. Claire: Okay, that right there, that's what I'm talking about. Okay, I find a guy in a dumpster who turns out to be some kind of blind vigilante who can do all of this really weird shit, like smell cologne through walls, and sense whether someone's unconscious or faking it. Slap on top of that, he can take an unbelievable amount of punishment without one damn complaint. Matt: The last part's the Catholicism. Claire: So, what? I'm supposed to take it on faith I'm on the right side of this? Matt: You don't carry a masked man bleeding to death into your apartment on faith. You knew which side you were on the moment you found me. Why'd you help me, Claire? Claire: I'm a nurse. Work the ER at Metro-General. A few weeks ago, cops bring in three men. Said they were robbing tourists, beating them up pretty bad. Apparently, a man in a black mask took issue with their activities and decided to step in. I counted nine broken bones between them. A few days after that, EMTs bring in a 19-year-old waitress, said some guy she knew waited for her after work in the parking lot, attacked her, tried to drag her in the alley. She said she screamed and screamed, and a man in a black mask heard her and he saved her life. So, yeah, word's getting around. And I want to believe in what you're doing. I really do. But this? Matt: I know you're afraid. You can't give in to the fear. If you do, men like this win.",neutral,"{""fear"": 0.14359892904758453, ""neutral"": 0.37515586614608765}"
S01E02,1,S01E02_SCENE_15,Flashback - Murdock Apartment,"Matt: ""There is a price to be paid for division and isolation. Democracy cannot flourish amid hate. Justice cannot take root amid rage. We must dissent from the indifference. We must dissent from the apathy. We must dissent from the fear."" Jack: Either you're actually reading all that, or you're making it up as you go along. I don't know which is more impressive. Matt: It's Thurgood Marshall. Jack: Hmm. Starting centerfielder for the Mets, right? Matt: You know who Thurgood Marshall is. Jack: School wasn't my strong suit. Matt: How's it look? Jack: It's red. It's really red. Matt: Can I? Jack: Yeah. Matt: Good thing about red. Jack: Huh? Matt: They can't tell how much you're bleeding. Jack: Hey, who says I'm even gonna get hit? Matt: We're Murdocks. We get hit a lot. Jack: Yeah, I guess we do. Matt: But we get up. Right, Dad? We always get up.",fear,"{""fear"": 0.3939934968948364}"
S01E02,1,S01E02_SCENE_16,Flashback - Boxing Center / Payphone,"Jack: Hey, it's Jack. Ed: Hey, Jack. Jack: Too late to change it? Ed: You can change it. Jack: Good. All on me. Win by knockout. Ed: You sure? Jack: Yeah. Yeah, I'm sure. Listen, you gotta do this quick. Cash out the second Creel hits the mat. Don't wait. Okay, get a pen. Ed: All right. Got it. Jack: You're gonna take the money down to Lloyd Wagner at M and R Credit Union. You're gonna deposit it into account number 004-82-56-882. Ed: Account's in your name? Jack: No, no, not under my name. It's under Matthew Murdock. Ed: Matthew. Got it. Jack: Yeah, thanks. Thanks, Ed. You're gonna want to lay low for a couple days after. Ed: Can I do anything for you? Jack: Nah, don't worry about me. I got it covered. Woman: Hi, not here. Leave a message. Jack: Hey, it's, uh, it's me. I'm about to go do something… well, I'm about to go be me. You know better than anybody that doesn't always go so well. I don't know how this is gonna go, but if I were a betting man, Matty's gonna need you. More than ever. Look after him, okay? And I know what I'm asking here, but he's a good kid. He sure as hell didn't get that from me. So… it's better this way. Just once I want Matty to hear people cheer for his old man. Just once.",neutral,"{""neutral"": 0.6629964113235474}"
S01E02,1,S01E02_SCENE_17,Outside Matt's Apartment - Hallway,"Foggy: Matt! Matt, come on! Get up! I drank the eel. Karen: Oh, no. Foggy: Not a euphemism. Matt, I know you're in there, get up! Karen: Shh. Foggy: Here, you talk to him. Karen: Okay. Foggy: Pretend I'm not here. Karen: Okay, Matt! Matt, it's Karen, and I am very, very sorry about this, and if I were you, I would not come to this door. But I think I also drank the eel. Foggy: And we are now filled with mighty eel strength! Karen: Matt! Foggy: It's true, Matt, come on! Karen: Come on! Foggy: Come on! We're staying out till the sunrise! We're gonna go to the fish market! Karen: Oh, no. Oh, Foggy. Foggy: Oh, hi, Fran. Karen: Oh… Foggy: Sorry. Karen: We're really sorry. Foggy: Sorry. Karen: We're sorry. We'll be quiet. Foggy: You wanna go to the fish market? Karen: No, she — Foggy: I'm gonna buy a bluefin. I'm buying a bluefin, Murdock!",anger,"{""anger"": 0.30425867438316345}"
S01E02,1,S01E02_SCENE_18,Sidewalk - Outside,"Foggy: Okay, we've got, what? Two hours to kill. Let's brush you up on some Japanese auctioneering terms. Karen: Okay, you don't have to do this, Foggy. Foggy: Do what? You haven't lived until you've argued with a 90-year-old Okinawa survivor about sturgeon meat. Karen: Thank you. I needed this. I really needed this. But it's late, and we should go home. Foggy: Are you kidding me? Karen: Yes. Foggy: After what you told me, I'm never going home again. Men are waiting in the dark corners of this world to prey on us. Karen: Oh, God. Foggy: The valiant, the kindhearted. We must band together. We must never sleep. We must remain vigilant. Here in the lights of Hell's Kitchen. Karen: Never sleep! Foggy: This city will protect us! This city's beautiful. Karen: Yeah.",anger,"{""anger"": 0.3552374243736267}"
S01E02,1,S01E02_SCENE_19,Rooftop - Water Tower,"Matt: Here's how this is gonna work. I'm gonna ask you some questions. You're gonna answer them. If you're lying to me, trust that I will know, and I will be unhappy. Where's the boy? Foster: He's dead. Matt: This is what unhappy looks like. Where's the boy? Foster: What do you care? If he's not dead yet, he will be. Matt: Why did you take him? Foster: Figured you'd come running. Matt: And after I was dead? Foster: Sell the kid, like all the others. Foster: I was telling the truth on that one. Matt: I know. Foster: We got you good, didn't we? Matt: Who do you sell the children to? Foster: I don't know. Whoever has the money. Matt: Where's the boy? Foster: So you find him. So what? We'll take another. Kill me, somebody takes my place. Long as people are buying, we'll be selling. Nothing you do tonight will change that. But go ahead. Keep hitting me. Let's see who drops first. Claire: Try stabbing him in his trigeminal nerve. Matt: Where is it? Claire: Go in through here, right above the eye. That's the supraorbital foramen. You want to go in right under there. Matt: Hold still. I might do some serious damage if you squirm. How will I know when I find it? He'll tell you. Matt: You're right, what you said before. I kill you, somebody takes your place, but they'll end up back here just like you, and sooner or later, one of you is gonna tell me what I need to know. Matt: This is important. Shh! Listen, I need you to know why I'm hurting you. It's not just the boy. I'm doing this 'cause I enjoy it. Foster: No, no, no! No, no, no! Matt: Where is he? Matt: Where is he? Foster: Underneath Troika restaurant. Eleventh and 44th. Foster: They'll be waiting for you. If you're lucky, they'll kill you before they start in on the boy. It would be a shame for you to have to watch what they do to him — Claire: Oh, my God! Matt: It's all right. He landed in the dumpster you pulled me out of. Claire: Is he dead? Matt: He'll live. You need to get your things and leave. Don't tell anyone where you're going. Claire: What? Matt: He wakes up, he'll be back, and he won't be alone next time. Claire: But he didn't see my face. Matt: That was just for effect, to scare him. He knew you were lying when you answered your door. Claire: Mike? Matt: Do you have somewhere you can go? Claire: I'm cat-sitting for a woman I work with. Her brother's sick. She's in Oklahoma. Matt: What's the address? Claire: Why? Matt: I'm thinking if I make it through the night, I may need some help getting patched up. Claire: Tenth and 54th. Apartment 412, um, in the building above the liquor store. Matt: Hey. Thank you, Claire. Claire: I don't believe you. What you said. I don't believe you enjoy this.",neutral,"{""anger"": 0.15748979151248932, ""surprise"": 0.1722317785024643}"
